Home Improvement;Above Ground Swimming Pool Installation;Luxcess Home by SOD Builders, Inc.;=HYPERLINK("/Users/steve/Documents/Python/Projects/crawler/thumbtack/standalone/results/images/194913193527435755_LuxcessHomebySODBuildersInc.jpg");5.0;10;'Introduction: SOD Builders Inc. is a full service construction company that is committed to making your building and renovation projects simpler. Our exclusively in-house team includes every professional that you may need from the foundation to interior design work. We provide the crucial service of helping homeowners and business owners with the expertise needed to build, add to, and maintain their homes and business facilities.  Our in-house interior designer is highly trained in all aspects of making your home or office look perfect. They are able to take the space we create and make it look better than you could have ever imagined. We truly do follow each job from start to finish and are dedicating to ensuring that you love the results. Call today to ask about our full service building and design options!  When you hire someone to take over a big project, it can feel intimidating if you aren''t sure what to expect. That''s why, at SOD Builders, we give you online access to a detailed schedule of your project so that you always know exactly what''s happening. You will have a personal username and login to our online database that gives you full access to our to do list, upcoming events, and current schedule. We want every client to feel completely comfortable throughout the entire process and we go above and beyond to achieve your complete satisfaction. Call Us Today for a Free Estimate!';https://www.facebook.com/sodbuilders/,https://www.instagram.com/luxcesshome/;
Home Improvement;Above Ground Swimming Pool Installation;DJ.Phono;=HYPERLINK("/Users/steve/Documents/Python/Projects/crawler/thumbtack/standalone/results/images/194913193527435755_DJPhono.jpg");5.0;6;Introduction: Very Professional, Up To Date With Latest Music From Top40, Hip-Hop, R&B, Cumbias, Salsa, Merengue, Reggeaton, Bachata, Punta and much more. I also video mix live. Top of the line sound system. I enjoy every gig as if it was my very first gig. i love all kinds of music. I love watching my customers dancing and having a great time on the dance floors. Music is a universal language no matter what age group, what race, or nationality music is very POWERFUL.;;
Home Improvement;Above Ground Swimming Pool Installation;Williams Landscaping;=HYPERLINK("/Users/steve/Documents/Python/Projects/crawler/thumbtack/standalone/results/images/194913193527435755_WilliamsLandscaping.jpg");4.2;5;Introduction: I utilize the natural surroundings when considering your landscape in order to create a well balanced setting I enjoy meeting a variety of people and creating their dream landscape that they can enjoy with family and friends;;
Home Improvement;Above Ground Swimming Pool Installation;Flora Landscape Design;=HYPERLINK("/Users/steve/Documents/Python/Projects/crawler/thumbtack/standalone/results/images/194913193527435755_FloraLandscapeDesign.jpg");;;Introduction: Flora Landscape Design provides highly exclusive and personalized services for a wide variety of landscaping clients. Our devotion to excel as landscape and hardscape designers is demonstrated with the quality of products that we produce, manufacture, and construct in every single yard design. We provide our services to a diverse group of households and families throughout Orange County each with their own idea of what their ideal design of landscape should like look and help make their vision a reality.;https://www.facebook.com/Flora-Landscape-Design-1463174053740541/,https://www.instagram.com/floralandscapedesign/,https://twitter.com/floradesignoc;
Home Improvement;Above Ground Swimming Pool Installation;City Limits;=HYPERLINK("/Users/steve/Documents/Python/Projects/crawler/thumbtack/standalone/results/images/194913193527435755_CityLimits.jpg");;;Introduction: We can build or repair most anything, from broken foundations to broken roofs. No job is too small.   We have over 40 years experience in construction.;;
